    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
   70   75        32   37        0.93459         1004.19713     1072.77024         0.16998E+02    0.14148E+02    1
   71   76        32   37        0.91707          964.84149     1034.05085         0.15527E+02    0.13238E+02    1
   72   77        32   37        0.82480          928.22217      990.38830         0.14154E+02    0.12723E+02    1
   73   78        32   37        0.91622          850.80048      921.76885         0.12350E+02    0.11436E+02    1
   74   79        32   37        0.87377          834.71740      902.99726         0.11395E+02    0.11113E+02    1
   75   80        32   37        0.84062          814.95632      883.10571         0.10467E+02    0.10467E+02    0
   76   81        32   37        0.81084          794.66652      864.68210         0.96026E+01    0.96026E+01    0
   77   82        32   37        0.84207          760.94267      838.62515         0.86627E+01    0.86627E+01    0
   78   83        32   37        0.87706          732.08739      818.64144         0.78486E+01    0.78486E+01    0
   79   84        32   37        0.89886          711.37318      806.23599         0.71806E+01    0.71806E+01    0
   81   86        32   37        0.89028          699.20532      806.08329         0.62589E+01    0.62589E+01    0
   82   87        32   37        0.91852          701.41482      819.17517         0.59184E+01    0.59184E+01    0
   83   88        32   37        0.85217          718.17593      833.67369         0.57143E+01    0.57143E+01    0
   84   89        32   37        0.78829          707.34924      820.35917         0.53185E+01    0.53185E+01    0
   86   91        32   37        0.66467          662.33442      768.74832         0.44611E+01    0.44611E+01    0
   87   92        32   37        0.64899          626.77029      737.13856         0.40013E+01    0.40013E+01    0
   88   93        32   37        0.65037          575.01952      693.07321         0.34829E+01    0.34829E+01    0
   89   94        32   37        0.63872          529.97558      653.56581         0.30471E+01    0.30471E+01    0
   90   95        32   37        0.61839          495.04220      622.28508         0.27033E+01    0.27033E+01    0
   91   96        32   37        0.59027          454.75929      583.96227         0.23604E+01    0.23604E+01    0
   39   44        33   38        3.83639          560.61044      668.57159         0.33333E+02    0.21783E+02    1
   40   45        33   38        0.57895          753.93206      767.14141         0.33333E+02    0.33333E+02    0
   41   46        33   38       -0.69131          866.50092      847.22397         0.33331E+02    0.30728E+02    1
   42   47        33   38       -0.71192          919.30434      896.49916         0.33328E+02    0.28341E+02    1
   43   48        33   38       -0.95178          994.82885      958.68225         0.33324E+02    0.25716E+02    1
   44   49        33   38       -0.76979         1031.38356     1001.01270         0.33316E+02    0.25755E+02    1
   45   50        33   38       -0.75163         1062.34933     1031.58599         0.33304E+02    0.25578E+02    1
   46   51        33   38       -0.70703         1092.51180     1062.71705         0.33285E+02    0.25570E+02    1
   47   52        33   38       -0.64105         1132.69365     1104.93741         0.33260E+02    0.25838E+02    1
   48   53        33   38       -0.67774         1164.76967     1134.71377         0.33225E+02    0.25924E+02    1
   49   54        33   38       -0.53360         1153.97599     1131.53096         0.33166E+02    0.27167E+02    1
   50   55        33   38       -0.63011         1178.78842     1151.80781         0.33097E+02    0.27213E+02    1
   51   56        33   38       -0.61562         1191.13815     1165.21404         0.33003E+02    0.27977E+02    1
   52   57        33   38       -0.50858         1180.08592     1159.78193         0.32862E+02    0.29304E+02    1
   53   58        33   38       -0.50631         1173.18569     1153.84776         0.32681E+02    0.30463E+02    1
   54   59        33   38       -0.45990         1167.24085     1150.41008         0.32448E+02    0.31664E+02    1
   55   60        33   38       -0.37905         1142.51619     1129.11187         0.32118E+02    0.32118E+02    0
   56   61        33   38       -0.41643         1130.19348     1115.45604         0.31727E+02    0.31727E+02    0
   57   62        33   38       -0.34549         1117.32998     1105.04262         0.31244E+02    0.31244E+02    0
   58   63        33   38       -0.38055         1105.51786     1091.88273         0.30664E+02    0.30664E+02    0
   59   64        33   38       -0.39615         1103.35469     1088.89418         0.30028E+02    0.30028E+02    0
   60   65        33   38       -0.27142         1106.56084     1096.36965         0.29334E+02    0.29334E+02    0
   61   66        33   38       -0.25977         1123.78984     1113.64905         0.28657E+02    0.28657E+02    0
   62   67        33   38       -0.02771         1112.06744     1110.95595         0.27711E+02    0.27711E+02    0
   63   68        33   38        0.12945         1121.67196     1127.09144         0.26856E+02    0.26856E+02    0
   64   69        33   38        0.24542         1134.31476     1145.07968         0.25983E+02    0.25983E+02    0
   65   70        33   38        0.48325         1139.71887     1161.95584         0.25009E+02    0.25009E+02    0
   66   71        33   38        0.84814         1118.27377     1158.96348         0.23731E+02    0.23731E+02    0
   67   72        33   38        0.81523         1137.32212     1182.00967         0.22849E+02    0.21153E+02    1
   68   73        33   38        0.91038         1139.44096     1196.90223         0.21786E+02    0.18504E+02    1
   69   74        33   38        0.90113         1115.29418     1176.39265         0.20433E+02    0.16896E+02    1
   70   75        33   38        0.98616         1054.81980     1126.04393         0.18653E+02    0.15093E+02    1
   71   76        33   38        0.96297         1014.62083     1086.03508         0.17128E+02    0.14158E+02    1
   72   77        33   38        0.86123          976.92075     1040.57652         0.15678E+02    0.13643E+02    1
   73   78        33   38        0.95510          896.16351      968.60732         0.13749E+02    0.12286E+02    1
   74   79        33   38        0.90681          879.69525      949.01205         0.12709E+02    0.11956E+02    1
   75   80        33   38        0.89499          858.43223      928.17295         0.11680E+02    0.11458E+02    1
   76   81        33   38        0.86898          838.15934      908.83135         0.10735E+02    0.10735E+02    0
   77   82        33   38        0.89846          803.37793      881.35405         0.96990E+01    0.96990E+01    0
   78   83        33   38        0.94164          772.78399      860.18493         0.87882E+01    0.87882E+01    0
   79   84        33   38        0.96419          751.16400      846.85352         0.80414E+01    0.80414E+01    0
   80   85        33   38        0.96584          740.34944      842.70343         0.74587E+01    0.74587E+01    0
   81   86        33   38        0.95377          738.35628      846.10500         0.70018E+01    0.70018E+01    0
   82   87        33   38        0.98381          740.83101      859.58295         0.66172E+01    0.66172E+01    0
   83   88        33   38        0.91119          758.18190      874.57001         0.63805E+01    0.63805E+01    0
   84   89        33   38        0.83692          747.29946      860.39187         0.59389E+01    0.59389E+01    0
   85   90        33   38        0.78818          718.87862      831.78391         0.54029E+01    0.54029E+01    0
   86   91        33   38        0.70462          699.33205      805.79408         0.49726E+01    0.49726E+01    0
   87   92        33   38        0.70102          659.56658      772.29890         0.44428E+01    0.44428E+01    0
   88   93        33   38        0.65617          613.86835      725.72135         0.39201E+01    0.39201E+01    0
