,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,17.00,24.00,37.00,44.00,34859.14,0.24,0.00,34.32,-204.824,2.645
,Mixed / non conventional,17.00,24.00,44.00,51.00,31599.08,0.25,0.00,-43.27,-70.991,2.645
,Mixed / non conventional,17.00,24.00,51.00,58.00,45679.21,0.28,0.00,-17.01,-50.060,2.645
,Mixed / non conventional,17.00,24.00,58.00,65.00,-39167.46,0.36,0.00,-107.16,301.739,33.049
,Mixed / non conventional,17.00,24.00,65.00,72.00,103627.91,0.24,0.00,112.45,-493.511,33.049
,Mixed / non conventional,17.00,24.00,72.00,7.00,2039.86,0.11,0.00,-191.12,-470.258,33.049
,Mixed / non conventional,17.00,24.00,7.00,14.00,12475.81,0.10,0.00,79.88,-2944.523,7.717
,Mixed / non conventional,17.00,24.00,14.00,21.00,13190.29,0.09,0.00,191.88,5130.353,7.717
,Mixed / non conventional,17.00,24.00,21.00,28.00,22932.97,0.10,0.00,-126.86,2133.913,7.717
,Mixed / non conventional,17.00,24.00,28.00,35.00,18412.79,0.09,0.00,84.59,-2798.406,7.717
,Mixed / non conventional,17.00,24.00,35.00,42.00,36576.12,0.07,0.00,-25.56,-889.424,7.717
,Mixed / non conventional,17.00,24.00,42.00,49.00,30808.98,0.09,0.00,-20.39,-257.532,7.717
,Mixed / non conventional,17.00,24.00,49.00,56.00,51996.87,0.07,0.00,-0.62,-200.604,7.717
,Mixed / non conventional,17.00,24.00,56.00,63.00,23757.58,0.10,0.00,10.00,-49.813,7.717
,Mixed / non conventional,17.00,24.00,63.00,70.00,-328210.97,0.06,0.00,-102.51,1779.683,33.055
,Mixed / non conventional,17.00,24.00,70.00,5.00,12134.92,0.43,0.00,-78.66,-2143.328,33.055
,Mixed / non conventional,17.00,24.00,5.00,12.00,9357.66,0.19,0.00,28.13,-4232.045,33.055
,Mixed / non conventional,17.00,24.00,12.00,19.00,11965.30,0.67,0.00,219.75,-631.893,1.810
,Mixed / non conventional,17.00,24.00,19.00,26.00,14381.66,0.72,0.00,-138.12,2853.884,1.810
,Mixed / non conventional,17.00,24.00,26.00,33.00,15799.59,0.73,0.00,68.18,-1548.666,1.810
,Mixed / non conventional,17.00,24.00,33.00,40.00,30196.97,0.74,0.00,40.40,-257.381,1.810
,Mixed / non conventional,17.00,24.00,40.00,47.00,38863.64,0.75,0.00,49.89,-99.375,1.810
,Mixed / non conventional,17.00,24.00,47.00,54.00,45302.79,0.78,0.00,-63.36,-50.093,1.810
,Mixed / non conventional,17.00,24.00,54.00,61.00,26625.43,0.06,0.00,-8.77,-124.585,14.652
,Mixed / non conventional,17.00,24.00,61.00,68.00,18433.21,0.06,0.00,2.09,-50.737,14.652
,Mixed / non conventional,17.00,24.00,68.00,3.00,1779.41,0.33,0.00,-146.68,-111.742,14.652
,Mixed / non conventional,17.00,24.00,3.00,10.00,4971.16,0.03,0.00,-92.99,-552.024,14.652
,Mixed / non conventional,18.00,25.00,32.00,39.00,23595.83,0.06,0.00,60.29,-1386.365,7.752
,Mixed / non conventional,18.00,25.00,39.00,46.00,33969.52,0.27,0.00,-44.62,-498.967,7.752
,Mixed / non conventional,18.00,25.00,46.00,53.00,35817.00,0.13,0.00,-34.29,-210.441,7.752
,Mixed / non conventional,18.00,25.00,53.00,60.00,29061.88,0.04,0.00,-6.50,-85.376,7.752
,Mixed / non conventional,18.00,25.00,60.00,67.00,16880.61,0.03,0.00,4.83,-28.338,7.752
,Mixed / non conventional,18.00,25.00,67.00,2.00,1772.54,0.08,0.00,126.95,-49.040,7.752
,Mixed / non conventional,18.00,25.00,2.00,9.00,2539.42,0.00,0.00,9.24,-92.711,7.752
,Mixed / non conventional,18.00,25.00,9.00,16.00,12755.96,0.00,0.00,-491.01,-5355.602,7.752
,Mixed / non conventional,18.00,25.00,16.00,23.00,11280.66,0.03,0.00,516.31,9590.718,7.754
,Mixed / non conventional,18.00,25.00,23.00,30.00,4747.27,0.05,0.00,-199.63,-1074.119,7.754
,Mixed / non conventional,18.00,25.00,30.00,37.00,19161.65,0.06,0.00,66.47,-2032.925,7.754
,Mixed / non conventional,18.00,25.00,37.00,44.00,29211.90,0.11,0.00,30.64,-595.998,7.754
,Mixed / non conventional,18.00,25.00,44.00,51.00,27539.86,0.04,0.00,-43.46,-204.321,7.754
,Mixed / non conventional,18.00,25.00,51.00,58.00,40536.27,0.03,0.00,-16.84,-142.853,7.754
,Mixed / non conventional,18.00,25.00,58.00,65.00,18796.52,0.06,0.00,16.31,-36.644,7.754
,Mixed / non conventional,18.00,25.00,65.00,72.00,5241.54,0.40,0.00,-12.10,-6.245,7.754
,Mixed / non conventional,18.00,25.00,72.00,7.00,1995.11,0.09,0.00,-189.05,-93.841,7.754
,Mixed / non conventional,18.00,25.00,7.00,14.00,14406.98,0.06,0.00,66.88,-2200.094,7.754
,Mixed / non conventional,18.00,25.00,14.00,21.00,27161.57,0.16,0.00,204.21,2543.006,7.765
,Mixed / non conventional,18.00,25.00,21.00,28.00,10748.73,0.15,0.00,-114.22,4206.550,7.765
,Mixed / non conventional,18.00,25.00,28.00,35.00,12901.53,0.15,0.00,73.23,-3063.823,7.765
,Mixed / non conventional,18.00,25.00,35.00,42.00,29755.46,0.14,0.00,-29.86,-883.281,7.765
,Mixed / non conventional,18.00,25.00,42.00,49.00,26141.74,0.15,0.00,-21.32,-250.325,7.765
,Mixed / non conventional,18.00,25.00,49.00,56.00,45354.21,0.16,0.00,-1.48,-194.292,7.765
,Mixed / non conventional,18.00,25.00,56.00,63.00,20891.97,0.14,0.00,9.47,-47.732,7.765
,Mixed / non conventional,18.00,25.00,63.00,70.00,10941.13,0.21,0.00,-5.11,-14.902,7.765
,Mixed / non conventional,18.00,25.00,70.00,5.00,1552.42,0.03,0.00,-181.74,-57.393,7.765
,Mixed / non conventional,18.00,25.00,5.00,12.00,10005.08,0.16,0.00,36.03,-776.763,7.765
,Mixed / non conventional,18.00,25.00,12.00,19.00,7838.45,0.47,0.00,197.22,-1695.996,1.828
,Mixed / non conventional,18.00,25.00,19.00,26.00,9038.03,0.47,0.00,-76.49,4492.702,1.828
,Mixed / non conventional,18.00,25.00,26.00,33.00,9173.81,0.47,0.00,36.23,-2179.997,1.828
,Mixed / non conventional,18.00,25.00,33.00,40.00,23849.84,0.47,0.00,34.95,-257.614,1.828
,Mixed / non conventional,18.00,25.00,40.00,47.00,31530.06,0.47,0.00,47.06,-93.951,1.828
,Mixed / non conventional,18.00,25.00,47.00,54.00,40595.67,0.48,0.00,-63.14,-50.402,1.828
,Mixed / non conventional,18.00,25.00,54.00,61.00,22727.71,0.02,0.00,-9.14,-61.242,7.756
,Mixed / non conventional,18.00,25.00,61.00,68.00,17391.55,0.26,0.00,2.38,-27.181,7.756
,Mixed / non conventional,18.00,25.00,68.00,3.00,1751.87,0.00,0.00,-146.76,-52.910,7.756
,Mixed / non conventional,18.00,25.00,3.00,10.00,5160.00,0.06,0.00,-91.07,-236.433,7.756
,Mixed / non conventional,18.00,25.00,10.00,17.00,9107.26,0.04,0.00,-308.08,-9180.536,7.756
,Mixed / non conventional,18.00,25.00,17.00,24.00,9675.59,0.09,0.00,745.19,9026.114,3.431
,Mixed / non conventional,18.00,25.00,24.00,31.00,9154.35,0.09,0.00,-244.34,-3717.162,3.431
,Mixed / non conventional,18.00,25.00,31.00,38.00,21466.39,0.13,0.00,44.36,-736.396,3.431
,Mixed / non conventional,18.00,25.00,38.00,45.00,31728.09,0.10,0.00,-20.44,-241.871,3.431
,Mixed / non conventional,18.00,25.00,45.00,52.00,31742.84,0.10,0.00,-0.28,-92.523,3.431
,Mixed / non conventional,18.00,25.00,52.00,59.00,35318.45,0.11,0.00,-20.72,-50.217,3.431
,Mixed / non conventional,18.00,25.00,59.00,66.00,14742.55,3.73,0.00,-1.39,-26.663,7.759
,Mixed / non conventional,18.00,25.00,66.00,1.00,1968.89,2.00,0.00,-215.88,-50.360,7.759
,Mixed / non conventional,18.00,25.00,1.00,8.00,2314.80,0.04,0.00,109.54,-68.657,7.759
,Mixed / non conventional,18.00,25.00,8.00,15.00,17075.77,0.00,0.00,-54.44,-4051.749,7.759
,Mixed / non conventional,18.00,25.00,15.00,22.00,16121.38,0.03,0.00,290.89,6303.926,7.759
,Mixed / non conventional,18.00,25.00,22.00,29.00,13345.72,0.03,0.00,-215.17,1248.460,7.759
,Mixed / non conventional,18.00,25.00,29.00,36.00,14385.43,0.03,0.00,126.92,-2200.291,7.767
,Mixed / non conventional,18.00,25.00,36.00,43.00,30230.11,0.09,0.00,91.06,-739.804,7.767
,Mixed / non conventional,18.00,25.00,43.00,50.00,27226.61,0.03,0.00,-104.04,-229.041,7.767
,Mixed / non conventional,18.00,25.00,50.00,57.00,44958.83,0.02,0.00,-42.63,-174.559,7.767
,Mixed / non conventional,18.00,25.00,57.00,64.00,21504.60,0.03,0.00,13.84,-45.378,7.767
,Mixed / non conventional,18.00,25.00,64.00,71.00,3300.02,0.09,0.00,-3.86,-4.204,7.767
,Mixed / non conventional,18.00,25.00,71.00,6.00,2076.99,0.04,0.00,-164.71,-86.195,7.767
,Mixed / non conventional,18.00,25.00,6.00,13.00,13284.20,0.03,0.00,-18.12,-1411.604,7.767
,Mixed / non conventional,18.00,25.00,13.00,20.00,6446.94,0.00,0.00,325.89,-1461.005,7.767
,Mixed / non conventional,18.00,25.00,20.00,27.00,11733.05,0.00,0.00,-118.30,9988.177,7.764
,Mixed / non conventional,18.00,25.00,27.00,34.00,12695.58,0.00,0.00,-12.04,-5338.414,7.764
,Mixed / non conventional,18.00,25.00,34.00,41.00,29447.34,0.05,0.00,78.22,-1076.733,7.764
,Mixed / non conventional,18.00,25.00,41.00,48.00,29197.19,0.60,0.00,-3.15,-320.276,7.764
,Mixed / non conventional,18.00,25.00,48.00,55.00,47024.69,0.95,0.00,-69.23,-223.063,7.764
,Mixed / non conventional,18.00,25.00,55.00,62.00,21264.31,0.05,0.00,-0.27,-52.726,7.764
,Mixed / non conventional,18.00,25.00,62.00,69.00,11431.03,0.16,0.00,-11.26,-16.673,7.764
,Mixed / non conventional,18.00,25.00,69.00,4.00,1807.04,0.09,0.00,177.58,-60.133,7.764
,Mixed / non conventional,18.00,25.00,4.00,11.00,10096.39,0.00,0.00,-486.09,-594.118,7.764
,Mixed / non conventional,19.00,26.00,33.00,40.00,20610.08,0.06,0.00,35.18,-1839.047,11.774
,Mixed / non conventional,19.00,26.00,40.00,47.00,29471.86,0.28,0.00,46.27,-657.447,11.774
,Mixed / non conventional,19.00,26.00,47.00,54.00,36640.31,0.05,0.00,-63.88,-326.943,11.774
,Mixed / non conventional,19.00,26.00,54.00,61.00,21742.93,0.03,0.00,-8.16,-97.007,11.774
,Mixed / non conventional,19.00,26.00,61.00,68.00,15198.59,0.05,0.00,2.36,-38.748,11.774
,Mixed / non conventional,19.00,26.00,68.00,3.00,1682.16,0.07,0.00,-145.55,-70.680,11.774
,Mixed / non conventional,19.00,26.00,3.00,10.00,5203.00,0.03,0.00,-88.37,-288.484,11.774
,Mixed / non conventional,19.00,26.00,10.00,17.00,13206.85,0.05,0.00,-255.08,-8421.030,11.774
,Mixed / non conventional,19.00,26.00,17.00,24.00,14424.40,0.06,0.00,645.95,5325.960,3.368
,Mixed / non conventional,19.00,26.00,24.00,31.00,16486.97,0.06,0.00,-201.24,-1620.067,3.368
,Mixed / non conventional,19.00,26.00,31.00,38.00,17609.01,0.07,0.00,44.14,-811.348,3.368
,Mixed / non conventional,19.00,26.00,38.00,45.00,27392.12,0.05,0.00,-20.82,-242.714,3.368
,Mixed / non conventional,19.00,26.00,45.00,52.00,28736.07,0.04,0.00,-0.45,-92.590,3.368
,Mixed / non conventional,19.00,26.00,52.00,59.00,32620.01,0.06,0.00,-20.91,-49.925,3.368
,Mixed / non conventional,19.00,26.00,59.00,66.00,14707.04,2.03,0.00,-0.68,-43.520,11.770
,Mixed / non conventional,19.00,26.00,66.00,1.00,1833.50,1.17,0.00,-215.01,-66.217,11.770
,Mixed / non conventional,19.00,26.00,1.00,8.00,2319.46,0.08,0.00,112.73,-86.023,11.770
,Mixed / non conventional,19.00,26.00,8.00,15.00,19018.01,0.08,0.00,-49.29,-4408.323,11.770
,Mixed / non conventional,19.00,26.00,15.00,22.00,32720.02,0.09,0.00,279.36,4643.516,11.770
,Mixed / non conventional,19.00,26.00,22.00,29.00,9683.67,0.04,0.00,-221.38,5743.791,11.769
,Mixed / non conventional,19.00,26.00,29.00,36.00,11032.55,0.04,0.00,139.63,-3970.893,11.769
,Mixed / non conventional,19.00,26.00,36.00,43.00,26061.17,0.05,0.00,92.17,-1172.509,11.769
,Mixed / non conventional,19.00,26.00,43.00,50.00,24586.17,0.04,0.00,-104.70,-356.822,11.769
,Mixed / non conventional,19.00,26.00,50.00,57.00,41444.27,0.07,0.00,-43.18,-269.086,11.769
,Mixed / non conventional,19.00,26.00,57.00,64.00,20004.30,0.00,0.00,15.32,-69.270,11.769
,Mixed / non conventional,19.00,26.00,64.00,71.00,3087.08,0.10,0.00,-4.94,-6.373,11.769
,Mixed / non conventional,19.00,26.00,71.00,6.00,1999.58,0.09,0.00,-162.31,-112.041,11.769
,Mixed / non conventional,19.00,26.00,6.00,13.00,13971.43,0.00,0.00,-12.72,-1643.988,11.769
,Mixed / non conventional,19.00,26.00,13.00,20.00,6316.94,0.23,0.00,316.48,-1381.841,1.848
,Mixed / non conventional,19.00,26.00,20.00,27.00,8068.17,0.23,0.00,-113.78,4054.763,1.848
,Mixed / non conventional,19.00,26.00,27.00,34.00,8234.86,0.23,0.00,-12.44,-1978.421,1.848
,Mixed / non conventional,19.00,26.00,34.00,41.00,25033.37,0.22,0.00,76.89,-273.375,1.848
,Mixed / non conventional,19.00,26.00,41.00,48.00,27203.19,0.20,0.00,-4.31,-81.951,1.848
,Mixed / non conventional,19.00,26.00,48.00,55.00,39892.50,0.18,0.00,-67.28,-50.074,1.848
,Mixed / non conventional,19.00,26.00,55.00,62.00,19371.07,0.24,0.00,-1.38,-79.399,11.797
,Mixed / non conventional,19.00,26.00,62.00,69.00,11027.95,0.24,0.00,-10.36,-26.217,11.797
,Mixed / non conventional,19.00,26.00,69.00,4.00,1756.81,0.19,0.00,177.39,-80.711,11.797
,Mixed / non conventional,19.00,26.00,4.00,11.00,10290.69,0.24,0.00,-477.70,-717.255,11.797
,Mixed / non conventional,19.00,26.00,11.00,18.00,8579.19,0.11,0.00,130.43,-2074.136,1.860
,Mixed / non conventional,19.00,26.00,18.00,25.00,9105.69,0.10,0.00,436.31,4605.019,1.860
,Mixed / non conventional,19.00,26.00,25.00,32.00,8363.94,0.11,0.00,-252.15,-1841.154,1.860
,Mixed / non conventional,19.00,26.00,32.00,39.00,19815.11,0.11,0.00,62.56,-368.506,1.860
,Mixed / non conventional,19.00,26.00,39.00,46.00,29012.50,0.10,0.00,-42.63,-119.900,1.860
,Mixed / non conventional,19.00,26.00,46.00,53.00,31838.25,0.08,0.00,-34.60,-50.309,1.860
,Mixed / non conventional,19.00,26.00,53.00,60.00,26696.34,0.27,0.00,-6.82,-130.114,11.761
,Mixed / non conventional,19.00,26.00,60.00,67.00,16179.03,0.11,0.00,5.36,-44.356,11.761
,Mixed / non conventional,19.00,26.00,67.00,2.00,1698.47,0.21,0.00,128.40,-65.855,11.761
,Mixed / non conventional,19.00,26.00,2.00,9.00,2564.00,0.18,0.00,7.92,-115.281,11.761
,Mixed / non conventional,19.00,26.00,9.00,16.00,15527.68,0.17,0.00,-390.36,-5585.167,11.761
,Mixed / non conventional,19.00,26.00,16.00,23.00,14852.66,0.00,0.00,371.22,8809.276,11.768
,Mixed / non conventional,19.00,26.00,23.00,30.00,14695.03,0.04,0.00,-152.64,2085.116,11.768
,Mixed / non conventional,19.00,26.00,30.00,37.00,15538.28,0.03,0.00,69.23,-3601.119,11.768
,Mixed / non conventional,19.00,26.00,37.00,44.00,25054.50,0.04,0.00,33.57,-929.053,11.768
,Mixed / non conventional,19.00,26.00,44.00,51.00,24965.79,0.00,0.00,-43.47,-318.231,11.768
,Mixed / non conventional,19.00,26.00,51.00,58.00,37471.27,0.03,0.00,-16.25,-220.447,11.768
,Mixed / non conventional,19.00,26.00,58.00,65.00,17460.10,0.03,0.00,15.66,-55.826,11.768
,Mixed / non conventional,19.00,26.00,65.00,72.00,4771.42,0.22,0.00,-12.44,-9.211,11.768
,Mixed / non conventional,19.00,26.00,72.00,7.00,1931.54,0.05,0.00,-176.04,-121.458,11.768
,Mixed / non conventional,19.00,26.00,7.00,14.00,15603.75,0.03,0.00,70.37,-2512.372,11.768
,Mixed / non conventional,19.00,26.00,14.00,21.00,2162.09,0.23,0.00,181.12,-125.228,1.985
,Mixed / non conventional,19.00,26.00,21.00,28.00,8875.64,0.18,0.00,-110.05,1931.676,1.985
,Mixed / non conventional,19.00,26.00,28.00,35.00,9280.87,0.19,0.00,74.47,-997.718,1.985
,Mixed / non conventional,19.00,26.00,35.00,42.00,25437.12,0.19,0.00,-26.20,-237.787,1.985
,Mixed / non conventional,19.00,26.00,42.00,49.00,23230.87,0.24,0.00,-21.02,-65.149,1.985
,Mixed / non conventional,19.00,26.00,49.00,56.00,41324.81,0.32,0.00,-1.72,-50.115,1.985
,Mixed / non conventional,19.00,26.00,56.00,63.00,19115.06,0.10,0.00,9.75,-71.769,11.757
,Mixed / non conventional,19.00,26.00,63.00,70.00,10717.59,0.50,0.00,-6.19,-23.671,11.757
,Mixed / non conventional,19.00,26.00,70.00,5.00,1521.06,0.14,0.00,-180.56,-76.644,11.757
,Mixed / non conventional,19.00,26.00,5.00,12.00,10366.48,0.07,0.00,52.04,-923.681,11.757
,Mixed / non conventional,20.00,27.00,34.00,41.00,26477.03,0.46,0.00,81.41,-1876.551,9.352
,Mixed / non conventional,20.00,27.00,41.00,48.00,29915.23,1.60,0.00,-8.61,-530.058,9.352
,Mixed / non conventional,20.00,27.00,48.00,55.00,45618.34,0.11,0.00,-67.51,-323.318,9.352
,Mixed / non conventional,20.00,27.00,55.00,62.00,21737.20,0.03,0.00,-1.62,-77.031,9.352
,Mixed / non conventional,20.00,27.00,62.00,69.00,11718.65,0.19,0.00,-10.16,-23.730,9.352
,Mixed / non conventional,20.00,27.00,69.00,4.00,1878.79,0.12,0.00,174.79,-62.702,9.352
,Mixed / non conventional,20.00,27.00,4.00,11.00,10738.11,0.00,0.00,-473.12,-472.905,9.352
,Mixed / non conventional,20.00,27.00,11.00,18.00,12239.44,0.05,0.00,132.35,-6198.773,9.352
,Mixed / non conventional,20.00,27.00,18.00,25.00,11746.13,0.04,0.00,374.29,12046.688,9.354
,Mixed / non conventional,20.00,27.00,25.00,32.00,5216.22,0.00,0.00,-201.01,-1423.708,9.354
,Mixed / non conventional,20.00,27.00,32.00,39.00,20642.72,0.03,0.00,63.03,-2641.872,9.354
,Mixed / non conventional,20.00,27.00,39.00,46.00,30987.21,0.05,0.00,-44.02,-762.648,9.354
,Mixed / non conventional,20.00,27.00,46.00,53.00,35606.05,0.08,0.00,-32.92,-318.664,9.354
,Mixed / non conventional,20.00,27.00,53.00,60.00,29761.42,0.03,0.00,-6.89,-126.519,9.354
,Mixed / non conventional,20.00,27.00,60.00,67.00,17429.08,0.05,0.00,5.84,-40.988,9.354
,Mixed / non conventional,20.00,27.00,67.00,2.00,1795.90,0.10,0.00,127.85,-51.545,9.354
,Mixed / non conventional,20.00,27.00,2.00,9.00,2695.47,0.05,0.00,6.82,-79.447,9.354
,Mixed / non conventional,20.00,27.00,9.00,16.00,17749.93,0.03,0.00,-380.78,-3269.800,9.354
,Mixed / non conventional,20.00,27.00,16.00,23.00,19664.15,0.05,0.00,358.81,2090.659,8.818
,Mixed / non conventional,20.00,27.00,23.00,30.00,15060.66,0.06,0.00,-143.95,6693.115,8.818
,Mixed / non conventional,20.00,27.00,30.00,37.00,15395.32,0.04,0.00,65.96,-4151.707,8.818
,Mixed / non conventional,20.00,27.00,37.00,44.00,26024.49,0.09,0.00,33.03,-877.264,8.818
,Mixed / non conventional,20.00,27.00,44.00,51.00,27197.01,0.07,0.00,-43.81,-295.738,8.818
,Mixed / non conventional,20.00,27.00,51.00,58.00,41362.68,0.06,0.00,-16.50,-201.215,8.818
,Mixed / non conventional,20.00,27.00,58.00,65.00,19245.90,0.05,0.00,15.47,-49.933,8.818
,Mixed / non conventional,20.00,27.00,65.00,72.00,5165.16,0.08,0.00,-12.59,-8.470,9.349
,Mixed / non conventional,20.00,27.00,72.00,7.00,2007.29,0.08,0.00,-171.53,-89.344,9.349
,Mixed / non conventional,20.00,27.00,7.00,14.00,16819.48,0.04,0.00,69.26,-1572.119,9.349
,Mixed / non conventional,20.00,27.00,14.00,21.00,5650.66,0.06,0.00,176.52,-6251.777,9.349
,Mixed / non conventional,20.00,27.00,21.00,28.00,7982.68,0.14,0.00,-103.31,3531.826,1.627
,Mixed / non conventional,20.00,27.00,28.00,35.00,8451.50,0.14,0.00,71.06,-1787.545,1.627
,Mixed / non conventional,20.00,27.00,35.00,42.00,26600.26,0.14,0.00,-26.74,-255.733,1.627
,Mixed / non conventional,20.00,27.00,42.00,49.00,24880.38,0.16,0.00,-21.47,-65.986,1.627
,Mixed / non conventional,20.00,27.00,49.00,56.00,45253.40,0.13,0.00,-2.69,-50.007,1.627
,Mixed / non conventional,20.00,27.00,56.00,63.00,21288.82,0.09,0.00,9.34,-69.194,9.355
,Mixed / non conventional,20.00,27.00,63.00,70.00,11482.09,0.00,0.00,-6.30,-21.645,9.355
,Mixed / non conventional,20.00,27.00,70.00,5.00,1737.25,0.04,0.00,-176.16,-63.287,9.355
,Mixed / non conventional,20.00,27.00,5.00,12.00,11001.62,0.05,0.00,54.12,-608.045,9.355
,Mixed / non conventional,20.00,27.00,12.00,19.00,7968.82,0.03,0.00,-151.48,-9689.378,9.355
,Mixed / non conventional,20.00,27.00,19.00,26.00,8155.40,0.13,0.00,578.08,11213.136,5.057
,Mixed / non conventional,20.00,27.00,26.00,33.00,6619.32,0.12,0.00,-301.88,-3961.465,5.057
,Mixed / non conventional,20.00,27.00,33.00,40.00,21393.25,0.13,0.00,36.48,-1081.652,5.057
,Mixed / non conventional,20.00,27.00,40.00,47.00,30409.72,0.21,0.00,45.02,-341.673,5.057
,Mixed / non conventional,20.00,27.00,47.00,54.00,40700.51,0.05,0.00,-61.48,-174.849,5.057
,Mixed / non conventional,20.00,27.00,54.00,61.00,23902.40,0.11,0.00,-8.21,-50.090,5.057
,Mixed / non conventional,20.00,27.00,61.00,68.00,16594.64,0.06,0.00,2.70,-36.185,9.354
,Mixed / non conventional,20.00,27.00,68.00,3.00,1777.06,0.22,0.00,-138.54,-54.802,9.354
,Mixed / non conventional,20.00,27.00,3.00,10.00,5399.93,0.03,0.00,-82.36,-193.104,9.354
,Mixed / non conventional,20.00,27.00,10.00,17.00,15665.07,0.05,0.00,-158.72,-4481.516,9.354
,Mixed / non conventional,20.00,27.00,17.00,24.00,17148.17,0.00,0.00,482.29,8079.294,9.348
,Mixed / non conventional,20.00,27.00,24.00,31.00,11769.14,0.00,0.00,-139.88,1326.551,9.348
,Mixed / non conventional,20.00,27.00,31.00,38.00,17892.50,0.03,0.00,45.52,-3294.011,9.348
,Mixed / non conventional,20.00,27.00,38.00,45.00,28682.07,0.04,0.00,-19.86,-844.860,9.348
,Mixed / non conventional,20.00,27.00,45.00,52.00,31671.72,0.03,0.00,0.48,-320.692,9.348
,Mixed / non conventional,20.00,27.00,52.00,59.00,36295.23,0.04,0.00,-20.90,-169.619,9.348
,Mixed / non conventional,20.00,27.00,59.00,66.00,17988.40,0.20,0.00,-0.93,-45.688,9.348
,Mixed / non conventional,20.00,27.00,66.00,1.00,1812.24,0.34,0.00,-208.75,-48.727,9.348
,Mixed / non conventional,20.00,27.00,1.00,8.00,2445.90,0.11,0.00,110.47,-60.160,9.348
,Mixed / non conventional,20.00,27.00,8.00,15.00,20816.40,0.03,0.00,-37.04,-2662.442,9.348
,Mixed / non conventional,20.00,27.00,15.00,22.00,3556.02,0.37,0.00,236.17,-189.458,1.826
,Mixed / non conventional,20.00,27.00,22.00,29.00,10443.64,0.36,0.00,-188.45,2090.781,1.826
,Mixed / non conventional,20.00,27.00,29.00,36.00,10163.60,0.35,0.00,127.95,-1005.053,1.826
,Mixed / non conventional,20.00,27.00,36.00,43.00,26964.54,0.36,0.00,94.04,-231.866,1.826
,Mixed / non conventional,20.00,27.00,43.00,50.00,26283.97,0.35,0.00,-105.87,-67.804,1.826
,Mixed / non conventional,20.00,27.00,50.00,57.00,45078.99,0.34,0.00,-42.12,-50.287,1.826
,Mixed / non conventional,20.00,27.00,57.00,64.00,21757.11,0.03,0.00,15.81,-64.981,9.352
,Mixed / non conventional,20.00,27.00,64.00,71.00,3498.17,0.63,0.00,-7.28,-6.146,9.352
,Mixed / non conventional,20.00,27.00,71.00,6.00,2068.64,0.14,0.00,-158.30,-82.916,9.352
,Mixed / non conventional,20.00,27.00,6.00,13.00,14714.85,0.09,0.00,1.01,-1042.966,9.352
,Mixed / non conventional,21.00,28.00,35.00,42.00,30068.42,0.04,0.00,-26.64,-2192.759,9.622
,Mixed / non conventional,21.00,28.00,42.00,49.00,29506.38,0.03,0.00,-21.24,-537.943,9.622
,Mixed / non conventional,21.00,28.00,49.00,56.00,55161.31,0.06,0.00,-2.69,-402.267,9.622
,Mixed / non conventional,21.00,28.00,56.00,63.00,25631.72,0.08,0.00,9.55,-93.461,9.622
,Mixed / non conventional,21.00,28.00,63.00,70.00,13469.11,0.03,0.00,-5.96,-28.064,9.622
